-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M_RANGE,WS10M_RANGE
2016,12,18,4.26,8.1,2.84
2016,12,19,4.19,9.74,3.05
2016,12,20,4.35,11.28,2.42
2016,12,21,4.45,10.34,2.99
2016,12,22,4.44,10.14,2.03
2016,12,23,4.41,8.91,1.73
2016,12,24,4.4,12.5,4.69
2016,12,25,4.42,13.47,5.72
2016,12,26,4.39,12.19,4.04
2016,12,27,4.3,10.58,2.84
2016,12,28,4.38,11.03,2.44
2016,12,29,4.43,9.86,3.3
2016,12,30,4.38,9.63,2.63
2016,12,31,4.05,10.19,2.27
2017,1,1,4.27,10.74,3.23
2017,1,2,4.05,10.72,2.93
2017,1,3,4.18,9.4,2.12
2017,1,4,3.74,8.06,1.59
2017,1,5,3.29,6.8,2.45
2017,1,6,2.84,8.21,5.09
2017,1,7,3.83,10.75,6.91
2017,1,8,4.36,9.88,4.17
2017,1,9,4.31,10.27,4.04
2017,1,10,4.27,9.8,2.76
2017,1,11,4.47,11.54,3.7
2017,1,12,4.56,10.26,2.35
2017,1,13,3.06,9.3,4.96
2017,1,14,1.4,7.5,2.71
2017,1,15,4.28,5.1,3.41
2017,1,16,4.12,9.11,3.82
2017,1,17,3.55,9.33,3.62
2017,1,18,4.37,9.3,4.2
2017,1,19,4.64,9.41,3.02
2017,1,20,3.85,8.38,4.51
2017,1,21,4.27,9.85,4.58
2017,1,22,4.58,9.82,2.73
2017,1,23,4.69,10.39,5.08
2017,1,24,4.31,8.2,4.14
2017,1,25,2.69,7.57,5.29
2017,1,26,4.65,6.12,2.66
2017,1,27,5.06,9.98,2.43
2017,1,28,5.14,10.88,3.31
2017,1,29,5.13,10.03,2.8
2017,1,30,5.29,8.41,2.44
2017,1,31,4.96,10.42,6.33
2017,2,1,5.31,11.52,3.5
2017,2,2,5.17,11.37,1.78
2017,2,3,4.11,10.4,1.97
2017,2,4,4.87,7.12,5.63
2017,2,5,5.62,12.01,2.66
2017,2,6,5.52,12.51,6.05
2017,2,7,5.38,10.99,2.93
2017,2,8,5.41,10.52,3.33
2017,2,9,5.59,12.05,3.91
2017,2,10,5.71,11.77,4.06
2017,2,11,5.63,11.91,3.02
2017,2,12,5.38,12.68,3.38
2017,2,13,5.54,11.31,3.93
2017,2,14,5.58,12.87,4.07
2017,2,15,5.35,12.95,4.32
2017,2,16,4.19,9.73,1.8
2017,2,17,5.12,10.32,4.23
2017,2,18,5.48,10.64,3.12
2017,2,19,5.62,7.94,3.74
2017,2,20,5.53,7.35,6.34
2017,2,21,6.3,12.41,5.55
2017,2,22,6.23,11.59,5.33
2017,2,23,6.25,13.17,2.71
2017,2,24,6.14,12.51,3.25
2017,2,25,5.77,11.59,2.19
2017,2,26,6.08,10.08,4.34
2017,2,27,5.84,10.43,2.52
2017,2,28,5.01,7.38,4.41
2017,3,1,6.51,10.23,3.95
2017,3,2,6.48,11.72,3.69
2017,3,3,6.36,12.41,3.59
2017,3,4,6.54,11.58,2.26
2017,3,5,6.57,9.11,3.15
2017,3,6,6.06,9.19,2.84
2017,3,7,4.85,7.88,3.57
2017,3,8,6.1,7.99,3.09
2017,3,9,6.24,9.87,4.02
2017,3,10,6.62,10.51,4.29
2017,3,11,6.64,13.32,4.7
2017,3,12,6.86,13.43,6.41
2017,3,13,6.53,13.4,4.16
2017,3,14,5.5,9.05,3.94
2017,3,15,6.28,11.03,4.85
2017,3,16,6.19,9.55,4.52
2017,3,17,6.37,8.73,4.02
2017,3,18,6.35,8.09,4.81
2017,3,19,6.66,12.88,4.38
2017,3,20,6.59,11.83,3.48
2017,3,21,6.53,9.72,4.09
2017,3,22,6.69,7.53,2.68
2017,3,23,7.06,9.38,3.54
2017,3,24,6.71,12.12,6.68
2017,3,25,6.44,10.73,2.38
2017,3,26,6.79,10.99,3.26
2017,3,27,6.79,11.23,3.4
2017,3,28,6.79,10.31,3.88
2017,3,29,7.2,9.82,2.7
2017,3,30,7.25,9.51,3.97
2017,3,31,7.03,9.33,3.12
2017,4,1,7.3,11.55,4.36
2017,4,2,7.1,10.19,2.7
2017,4,3,7.18,9.91,3.8
2017,4,4,6.77,10.54,4.46
2017,4,5,7.19,8.15,4.91
2017,4,6,7.08,9.45,2.95
2017,4,7,6.88,13.58,6.92
2017,4,8,7.29,14.58,4.16
2017,4,9,7.05,14.92,3.7
2017,4,10,7.33,13.32,3.67
2017,4,11,7.45,12.95,1.45
2017,4,12,7.48,11.79,2.61
2017,4,13,7.46,13.92,4.26
2017,4,14,7.2,10.8,4.49
2017,4,15,7.22,9.16,3.72
2017,4,16,6.61,8.46,3.49
2017,4,17,6.98,7.62,5.56
2017,4,18,7.12,8.74,5.13
2017,4,19,7.35,8.28,4.2
2017,4,20,7.27,8.76,5.82
2017,4,21,7.39,8.29,4.05
2017,4,22,7.37,7.38,4.93
2017,4,23,6.51,10.3,6.03
2017,4,24,7.21,10.01,3.12
2017,4,25,7.6,8.53,3.66
2017,4,26,7.17,6.8,3.97
2017,4,27,6.9,6.06,3.25
2017,4,28,6.58,10.66,6.4
2017,4,29,6.0,12.85,5.93
2017,4,30,6.87,12.04,3.4
2017,5,1,7.16,13.84,5.65
2017,5,2,5.81,9.05,2.95
2017,5,3,7.3,9.21,6.0
2017,5,4,7.15,6.7,4.18
2017,5,5,7.73,8.8,3.91
2017,5,6,7.42,8.57,4.02
2017,5,7,7.5,8.53,4.95
2017,5,8,7.28,8.62,3.08
2017,5,9,6.98,7.91,3.33
2017,5,10,6.78,7.91,3.47
2017,5,11,6.67,6.75,2.92
2017,5,12,6.83,7.37,2.52
2017,5,13,7.63,7.2,3.21
2017,5,14,7.36,6.95,4.21
2017,5,15,7.32,6.55,3.55
2017,5,16,7.15,7.86,3.7
2017,5,17,7.4,8.7,5.02
2017,5,18,6.94,7.39,4.41
2017,5,19,7.24,5.71,6.32
2017,5,20,5.7,5.68,4.8
2017,5,21,6.73,6.3,4.16
2017,5,22,7.05,5.83,4.07
2017,5,23,7.21,7.02,4.8
2017,5,24,6.97,6.55,4.73
2017,5,25,7.08,6.88,5.85
2017,5,26,7.43,8.89,3.64
2017,5,27,7.17,9.27,1.34
2017,5,28,6.74,10.34,3.74
2017,5,29,7.36,12.4,3.54
2017,5,30,6.91,10.72,3.97
2017,5,31,6.29,9.66,5.11
2017,6,1,6.22,8.32,2.56
2017,6,2,7.18,7.09,3.96
2017,6,3,7.27,8.7,2.61
2017,6,4,7.6,6.22,3.99
2017,6,5,7.34,4.51,2.07
2017,6,6,6.93,4.87,3.05
2017,6,7,7.11,3.65,3.4
2017,6,8,7.04,4.02,1.81
2017,6,9,7.24,4.46,0.74
2017,6,10,7.16,4.76,1.62
2017,6,11,7.22,5.03,1.2
2017,6,12,7.34,4.58,1.09
2017,6,13,6.4,4.66,2.5
2017,6,14,6.68,4.61,1.88
2017,6,15,7.09,4.56,2.84
2017,6,16,5.89,3.85,2.88
2017,6,17,5.5,4.62,2.36
2017,6,18,5.32,4.66,2.5
2017,6,19,5.37,4.23,1.82
2017,6,20,4.84,4.22,1.74
2017,6,21,4.73,4.68,2.54
2017,6,22,6.39,4.83,2.18
2017,6,23,5.56,5.2,2.09
2017,6,24,6.39,5.41,1.27
2017,6,25,7.04,7.06,3.93
2017,6,26,6.11,5.96,3.64
2017,6,27,5.27,4.92,4.08
2017,6,28,4.86,7.7,3.05
2017,6,29,3.16,4.31,3.3
2017,6,30,2.31,3.31,3.23
2017,7,1,4.85,3.08,3.1
2017,7,2,5.08,4.13,2.61
2017,7,3,6.04,3.96,2.92
2017,7,4,6.14,3.18,2.5
2017,7,5,5.7,3.78,3.3
2017,7,6,4.9,3.94,3.22
2017,7,7,5.18,4.14,3.67
2017,7,8,6.36,4.34,2.9
2017,7,9,5.53,4.05,1.45
2017,7,10,3.86,4.17,3.34
2017,7,11,3.99,3.35,2.27
2017,7,12,3.97,3.53,2.18
2017,7,13,4.44,4.16,1.98
2017,7,14,2.77,3.79,0.79
2017,7,15,4.4,3.9,1.7
2017,7,16,4.19,4.62,2.09
2017,7,17,6.04,3.29,0.97
2017,7,18,5.78,4.2,3.22
2017,7,19,6.49,5.66,2.74
2017,7,20,6.94,4.91,3.93
2017,7,21,4.57,5.2,1.72
2017,7,22,4.5,3.75,2.96
2017,7,23,3.57,3.59,1.26
2017,7,24,3.98,4.91,1.27
2017,7,25,3.66,4.83,2.85
2017,7,26,3.86,3.2,3.35
2017,7,27,4.52,3.77,2.01
2017,7,28,4.8,4.75,1.53
2017,7,29,2.18,2.71,2.21
2017,7,30,2.85,3.89,3.68
2017,7,31,4.24,4.21,2.15
2017,8,1,3.2,3.9,3.4
2017,8,2,4.3,4.34,2.05
2017,8,3,5.12,4.26,2.95
2017,8,4,4.99,4.23,2.76
2017,8,5,4.86,4.87,2.43
2017,8,6,4.95,5.45,2.08
2017,8,7,4.06,4.64,2.43
2017,8,8,4.74,4.52,2.11
2017,8,9,3.82,4.99,2.44
2017,8,10,4.84,4.85,3.22
2017,8,11,4.31,4.43,2.98
2017,8,12,5.0,3.92,2.56
2017,8,13,5.11,3.86,2.48
2017,8,14,5.49,4.57,4.57
2017,8,15,6.73,4.65,2.88
2017,8,16,6.6,4.52,2.62
2017,8,17,5.75,4.27,3.44
2017,8,18,5.49,5.34,3.33
2017,8,19,6.03,6.56,2.04
2017,8,20,5.8,5.74,1.47
2017,8,21,5.79,7.7,3.52
2017,8,22,5.46,5.45,3.91
2017,8,23,6.43,3.91,1.37
2017,8,24,6.12,4.14,2.48
2017,8,25,5.87,4.13,3.84
2017,8,26,5.51,4.85,2.59
2017,8,27,6.74,5.77,2.15
2017,8,28,6.62,6.81,1.81
2017,8,29,5.35,10.91,4.6
2017,8,30,2.98,9.2,4.5
2017,8,31,3.52,4.07,3.77
2017,9,1,3.31,4.66,2.54
2017,9,2,5.9,4.63,3.36
2017,9,3,5.26,5.06,1.91
2017,9,4,6.03,5.22,2.69
2017,9,5,6.4,4.78,3.14
2017,9,6,6.21,4.52,3.84
2017,9,7,5.9,5.44,2.05
2017,9,8,6.35,5.55,1.48
2017,9,9,6.29,5.48,1.48
2017,9,10,6.4,5.17,2.89
2017,9,11,6.54,6.02,1.62
2017,9,12,6.34,6.2,1.96
2017,9,13,6.33,6.24,2.55
2017,9,14,6.26,6.74,1.45
2017,9,15,6.35,7.58,1.64
2017,9,16,6.41,7.83,2.22
2017,9,17,6.48,8.79,2.85
2017,9,18,6.53,7.97,1.63
2017,9,19,6.33,8.95,2.33
2017,9,20,6.35,9.9,2.98
2017,9,21,6.43,8.33,2.24
2017,9,22,6.4,6.79,2.94
2017,9,23,6.16,5.67,2.74
2017,9,24,6.16,4.83,3.8
2017,9,25,6.26,5.45,3.3
2017,9,26,6.41,6.82,2.55
2017,9,27,6.4,6.1,2.74
2017,9,28,6.43,6.45,2.41
2017,9,29,6.4,6.3,2.34
2017,9,30,6.56,7.41,2.58
2017,10,1,6.44,7.72,3.09
2017,10,2,5.83,6.41,2.93
2017,10,3,5.88,7.02,3.16
2017,10,4,6.16,6.59,2.65
2017,10,5,6.19,8.0,2.11
2017,10,6,6.13,10.61,2.2
2017,10,7,5.93,10.66,1.29
2017,10,8,6.05,10.02,3.27
2017,10,9,6.0,11.29,4.15
2017,10,10,5.96,12.25,3.16
2017,10,11,5.88,11.95,2.66
2017,10,12,6.03,12.47,2.93
2017,10,13,5.82,10.95,3.73
2017,10,14,5.88,10.8,2.97
2017,10,15,5.86,9.56,3.17
2017,10,16,5.74,9.75,3.22
2017,10,17,5.82,10.24,4.95
2017,10,18,5.89,10.2,3.25
2017,10,19,5.93,9.19,1.44
2017,10,20,5.67,9.75,2.65
2017,10,21,5.82,9.1,3.04
2017,10,22,5.61,8.48,3.62
2017,10,23,5.47,7.18,3.4
2017,10,24,5.43,7.78,1.27
2017,10,25,5.44,8.7,2.28
2017,10,26,5.53,8.23,2.74
2017,10,27,5.44,8.09,2.54
2017,10,28,5.51,8.95,3.83
2017,10,29,5.23,9.7,2.35
2017,10,30,5.07,11.98,4.13
2017,10,31,5.14,10.2,2.63
2017,11,1,5.3,9.66,1.77
2017,11,2,5.03,9.97,1.33
2017,11,3,5.17,9.13,1.34
2017,11,4,5.2,10.59,2.2
2017,11,5,4.84,11.97,3.97
2017,11,6,4.67,11.2,3.91
2017,11,7,4.65,10.67,2.48
2017,11,8,4.84,7.7,2.45
2017,11,9,4.97,8.74,3.81
2017,11,10,4.64,10.48,3.48
2017,11,11,4.58,10.73,4.01
2017,11,12,4.43,9.27,3.99
2017,11,13,4.31,6.58,2.38
2017,11,14,4.78,8.09,3.8
2017,11,15,4.87,10.48,3.71
2017,11,16,4.49,9.66,3.62
2017,11,17,4.5,9.34,2.7
2017,11,18,4.68,9.47,3.19
2017,11,19,4.55,10.23,2.8
2017,11,20,4.6,10.46,1.84
2017,11,21,4.73,10.62,3.03
2017,11,22,4.71,11.31,2.45
2017,11,23,4.81,10.4,3.31
2017,11,24,4.6,9.45,1.79
2017,11,25,4.59,9.58,2.38
2017,11,26,4.5,10.02,1.85
2017,11,27,4.71,10.37,2.94
2017,11,28,4.67,9.2,1.8
2017,11,29,4.73,10.32,2.55
2017,11,30,4.54,11.45,3.41
2017,12,1,4.49,11.22,2.84
2017,12,2,4.08,10.97,1.99
2017,12,3,3.59,10.91,1.8
2017,12,4,3.96,10.65,4.87
2017,12,5,4.15,11.58,3.29
2017,12,6,4.23,10.59,4.45
2017,12,7,4.61,11.67,2.45
2017,12,8,4.27,11.34,3.07
2017,12,9,3.89,11.34,3.09
2017,12,10,3.43,8.2,3.6
2017,12,11,4.04,7.92,3.48
2017,12,12,4.67,9.92,1.95
2017,12,13,3.25,8.12,4.69
2017,12,14,4.43,9.8,3.3
2017,12,15,4.41,10.89,2.86
2017,12,16,4.14,10.61,2.64
2017,12,17,4.09,11.52,3.09
2017,12,18,3.75,9.09,3.88
2017,12,19,4.2,9.8,3.81
2017,12,20,4.26,10.54,2.63
2017,12,21,3.51,10.05,2.33
2017,12,22,4.54,10.87,2.57
2017,12,23,4.64,9.91,3.05
2017,12,24,4.65,12.66,3.95
2017,12,25,4.46,12.33,4.22
2017,12,26,4.44,9.87,3.13
2017,12,27,4.45,10.42,2.16
2017,12,28,4.17,11.8,2.98
2017,12,29,4.48,11.23,3.8
2017,12,30,4.62,11.06,2.54
2017,12,31,4.51,8.32,3.57
2018,1,1,4.82,9.7,2.09
2018,1,2,4.58,10.84,3.04
2018,1,3,4.73,10.31,3.37
2018,1,4,4.33,7.32,1.61
2018,1,5,4.24,7.82,1.88
2018,1,6,3.93,7.2,2.34
2018,1,7,4.02,6.73,3.45
2018,1,8,4.27,7.64,2.98
2018,1,9,4.34,9.42,2.73
2018,1,10,3.5,11.16,3.19
2018,1,11,3.03,6.78,4.35
2018,1,12,3.37,8.62,3.95
2018,1,13,4.0,9.77,3.4
2018,1,14,4.5,10.21,1.72
2018,1,15,4.58,12.12,3.05
2018,1,16,4.64,8.61,3.08
2018,1,17,4.84,9.23,4.98
2018,1,18,4.7,11.12,4.51
2018,1,19,4.68,11.66,3.78
2018,1,20,4.77,10.3,3.96
2018,1,21,4.81,8.77,1.85
2018,1,22,4.81,7.27,2.66
2018,1,23,4.53,9.95,4.92
2018,1,24,4.88,9.59,4.21
2018,1,25,4.98,8.8,1.09
2018,1,26,4.98,10.31,2.93
2018,1,27,4.99,10.96,3.41
2018,1,28,4.94,9.83,3.12
2018,1,29,4.96,8.85,2.2
2018,1,30,4.92,9.77,1.79
2018,1,31,4.9,9.27,2.42
2018,2,1,5.09,7.98,2.95
2018,2,2,4.84,10.38,3.48
2018,2,3,5.19,12.46,5.38
2018,2,4,5.5,11.25,4.25
2018,2,5,3.01,9.45,3.67
2018,2,6,5.24,11.74,3.37
2018,2,7,5.47,10.91,2.89
2018,2,8,5.6,10.26,3.39
2018,2,9,5.45,10.02,4.04
2018,2,10,5.39,8.59,4.59
2018,2,11,4.31,6.93,3.22
2018,2,12,5.19,7.73,3.98
2018,2,13,5.19,10.06,3.94
2018,2,14,4.69,9.97,5.73
2018,2,15,5.14,10.05,3.92
2018,2,16,5.43,10.26,2.89
2018,2,17,5.38,11.64,2.6
2018,2,18,5.14,11.0,2.73
2018,2,19,5.3,9.35,4.38
2018,2,20,5.58,9.85,3.06
2018,2,21,5.81,10.08,3.09
2018,2,22,5.34,8.41,2.49
2018,2,23,5.33,7.34,2.81
2018,2,24,5.72,8.0,2.83
2018,2,25,5.66,11.37,2.54
2018,2,26,4.0,7.9,2.23
2018,2,27,5.71,10.28,3.77
2018,2,28,4.75,8.68,1.6
2018,3,1,5.65,9.48,2.34
2018,3,2,6.12,9.91,3.47
2018,3,3,5.44,7.67,4.71
2018,3,4,6.13,9.25,5.03
2018,3,5,6.54,10.87,4.23
2018,3,6,6.58,12.26,3.52
2018,3,7,6.55,12.45,3.9
2018,3,8,6.63,12.37,4.59
2018,3,9,6.52,9.91,4.62
2018,3,10,6.32,9.8,3.07
2018,3,11,6.51,9.5,2.52
2018,3,12,6.79,10.3,3.13
2018,3,13,6.89,8.26,4.54
2018,3,14,6.18,7.72,2.26
2018,3,15,6.55,9.57,2.6
2018,3,16,6.67,9.27,2.09
2018,3,17,6.82,10.91,3.72
2018,3,18,7.04,8.16,2.85
2018,3,19,6.13,6.88,2.42
2018,3,20,6.71,7.49,2.25
2018,3,21,6.69,9.98,2.72
2018,3,22,6.72,8.65,3.31
2018,3,23,6.82,9.66,2.89
2018,3,24,7.03,10.86,1.53
2018,3,25,6.93,12.52,1.89
2018,3,26,7.02,11.37,3.6
2018,3,27,7.1,11.57,3.84
2018,3,28,6.99,15.37,2.35
2018,3,29,7.17,12.62,3.98
2018,3,30,7.32,11.05,3.08
2018,3,31,7.13,9.73,3.97
2018,4,1,6.74,9.48,3.59
2018,4,2,6.77,8.38,3.9
2018,4,3,6.56,9.64,3.67
2018,4,4,6.68,9.15,2.88
2018,4,5,6.57,5.55,2.62
2018,4,6,7.04,9.95,3.12
2018,4,7,6.65,9.79,2.95
2018,4,8,6.54,10.2,5.05
2018,4,9,6.65,8.91,3.63
2018,4,10,6.36,12.18,5.73
2018,4,11,6.64,9.88,4.2
2018,4,12,7.03,12.72,4.98
2018,4,13,6.29,9.13,3.47
2018,4,14,7.02,9.64,3.8
2018,4,15,5.92,9.86,3.63
2018,4,16,6.45,8.78,2.9
2018,4,17,6.99,10.7,3.42
2018,4,18,7.06,10.74,3.73
2018,4,19,6.53,9.31,3.24
2018,4,20,7.52,10.21,3.1
2018,4,21,7.75,12.48,3.87
2018,4,22,7.69,13.01,3.71
2018,4,23,7.65,11.09,3.15
2018,4,24,7.56,8.38,3.7
2018,4,25,7.24,8.08,3.72
2018,4,26,7.0,7.71,3.13
2018,4,27,6.99,7.94,3.7
2018,4,28,6.7,8.66,3.3
2018,4,29,6.68,8.14,4.16
2018,4,30,7.2,8.06,3.91
2018,5,1,7.55,6.7,3.6
2018,5,2,7.09,8.56,3.64
2018,5,3,6.17,14.23,6.56
2018,5,4,6.8,10.86,5.62
2018,5,5,7.34,9.61,2.98
2018,5,6,7.64,7.92,3.92
2018,5,7,7.47,6.45,3.17
2018,5,8,7.15,7.46,3.13
2018,5,9,7.12,6.7,3.71
2018,5,10,7.11,6.5,3.16
2018,5,11,7.44,7.66,3.55
2018,5,12,6.97,7.39,3.47
2018,5,13,6.73,7.16,5.63
2018,5,14,5.95,8.34,4.12
2018,5,15,6.26,8.81,5.13
2018,5,16,7.04,9.02,4.51
2018,5,17,7.1,10.39,4.41
2018,5,18,7.22,9.35,4.66
2018,5,19,6.56,11.14,5.66
2018,5,20,6.83,12.62,5.4
2018,5,21,6.98,13.01,5.53
2018,5,22,7.39,13.8,5.84
2018,5,23,7.83,12.91,3.06
2018,5,24,7.96,11.13,5.02
2018,5,25,7.51,10.78,4.86
2018,5,26,7.15,9.9,3.3
2018,5,27,7.2,9.09,3.38
2018,5,28,7.21,9.85,4.23
2018,5,29,6.79,13.0,6.16
2018,5,30,6.66,12.88,4.3
2018,5,31,6.94,10.44,3.92
2018,6,1,7.17,7.75,3.03
2018,6,2,7.41,6.82,3.07
2018,6,3,7.55,5.45,3.14
2018,6,4,7.22,5.0,2.45
2018,6,5,7.07,5.65,3.03
2018,6,6,6.92,5.24,2.68
2018,6,7,6.68,4.94,1.8
2018,6,8,5.3,5.05,3.59
2018,6,9,5.65,5.52,1.51
2018,6,10,6.23,9.02,3.8
2018,6,11,6.15,5.41,3.34
2018,6,12,6.76,4.26,1.58
2018,6,13,6.4,4.11,3.23
2018,6,14,6.56,3.96,2.23
2018,6,15,5.2,4.16,1.98
2018,6,16,5.32,3.92,1.59
2018,6,17,5.81,4.5,1.95
2018,6,18,6.62,4.9,2.39
2018,6,19,7.19,6.05,3.41
2018,6,20,6.7,5.5,1.93
2018,6,21,6.24,5.89,1.45
2018,6,22,6.35,5.91,1.83
2018,6,23,6.5,5.59,1.53
2018,6,24,6.17,5.58,2.12
2018,6,25,5.86,5.42,1.02
2018,6,26,4.86,5.94,1.15
2018,6,27,5.54,7.97,3.89
2018,6,28,3.75,8.69,4.81
2018,6,29,2.54,9.57,2.58
2018,6,30,5.45,6.16,4.68
2018,7,1,7.03,5.16,2.34
2018,7,2,6.55,4.3,2.95
2018,7,3,5.4,3.98,2.05
2018,7,4,4.48,3.92,2.45
2018,7,5,4.43,4.34,2.73
2018,7,6,5.13,4.6,1.68
2018,7,7,6.21,4.46,1.58
2018,7,8,5.11,5.19,1.3
2018,7,9,4.76,5.36,1.73
2018,7,10,5.5,5.02,2.58
2018,7,11,4.16,4.7,2.2
2018,7,12,4.8,4.82,1.2
2018,7,13,4.87,4.89,1.81
2018,7,14,5.95,6.49,3.85
2018,7,15,5.05,4.02,1.55
2018,7,16,2.95,4.8,1.35
2018,7,17,5.43,3.72,2.48
2018,7,18,3.29,3.14,2.31
2018,7,19,3.96,5.48,1.8
2018,7,20,4.57,4.93,2.17
2018,7,21,5.09,4.69,2.07
2018,7,22,5.39,4.33,2.12
2018,7,23,4.63,4.98,1.54
2018,7,24,4.49,5.23,1.69
2018,7,25,4.66,3.33,3.04
2018,7,26,4.12,4.55,1.45
2018,7,27,5.48,4.83,3.77
2018,7,28,4.78,4.66,1.96
2018,7,29,5.56,5.08,1.47
2018,7,30,5.14,5.14,1.51
2018,7,31,4.87,5.14,1.42
2018,8,1,4.96,4.99,1.77
2018,8,2,5.32,4.51,2.41
2018,8,3,5.16,4.64,2.8
2018,8,4,3.5,3.56,2.2
2018,8,5,2.97,4.93,2.95
2018,8,6,5.48,5.02,2.96
2018,8,7,5.5,5.18,3.8
2018,8,8,5.27,7.56,3.92
2018,8,9,3.41,6.28,2.91
2018,8,10,6.35,5.36,2.62
2018,8,11,4.76,4.34,1.79
2018,8,12,3.2,4.84,3.81
2018,8,13,3.21,6.14,1.77
2018,8,14,3.55,5.48,1.77
2018,8,15,3.73,5.27,1.02
2018,8,16,3.71,5.8,1.52
2018,8,17,4.47,5.33,2.34
2018,8,18,4.5,3.83,1.73
2018,8,19,5.38,5.17,1.16
2018,8,20,5.3,5.62,1.04
2018,8,21,4.87,5.57,2.8
2018,8,22,3.87,5.16,2.05
2018,8,23,3.92,4.51,2.59
2018,8,24,4.17,4.8,1.62
2018,8,25,5.07,4.51,1.6
2018,8,26,4.32,4.54,2.22
2018,8,27,5.26,5.42,1.55
2018,8,28,5.63,6.72,3.01
2018,8,29,5.62,6.38,2.49
2018,8,30,4.86,3.01,1.45
2018,8,31,3.9,4.57,2.34
2018,9,1,4.42,5.62,1.87
2018,9,2,4.64,5.12,2.45
2018,9,3,4.96,4.11,1.4
2018,9,4,5.76,5.12,2.67
2018,9,5,5.86,4.97,3.36
2018,9,6,5.86,6.02,2.9
2018,9,7,5.83,6.58,1.8
2018,9,8,4.77,7.54,2.83
2018,9,9,5.56,6.03,1.84
2018,9,10,5.7,5.97,3.16
2018,9,11,5.18,5.17,3.48
2018,9,12,4.21,4.77,2.55
2018,9,13,4.39,5.78,2.02
2018,9,14,3.88,5.1,2.45
2018,9,15,5.16,4.66,2.82
2018,9,16,4.86,5.25,3.05
2018,9,17,5.99,5.5,1.45
2018,9,18,6.19,6.33,1.92
2018,9,19,6.24,5.91,2.58
2018,9,20,6.3,6.48,2.3
2018,9,21,6.64,8.59,2.03
2018,9,22,6.29,10.84,3.31
2018,9,23,5.43,8.98,3.28
2018,9,24,5.98,7.66,2.92
2018,9,25,6.13,7.38,3.55
2018,9,26,6.23,6.04,2.65
2018,9,27,6.23,6.58,3.36
2018,9,28,6.13,6.4,2.8
2018,9,29,6.15,8.18,2.13
2018,9,30,6.22,9.23,2.82
2018,10,1,6.35,8.75,3.02
2018,10,2,6.49,8.77,4.17
2018,10,3,6.25,10.1,3.53
2018,10,4,6.21,9.58,2.48
2018,10,5,6.33,10.05,2.93
2018,10,6,6.08,11.55,3.61
2018,10,7,6.12,10.67,4.02
2018,10,8,5.54,9.78,3.66
2018,10,9,5.04,9.84,2.65
2018,10,10,4.89,8.16,3.88
2018,10,11,5.39,10.73,3.72
2018,10,12,5.68,12.19,3.34
2018,10,13,5.74,12.13,4.38
2018,10,14,5.83,10.27,1.84
2018,10,15,5.43,10.45,3.41
2018,10,16,5.08,9.13,3.41
2018,10,17,5.58,9.38,4.48
2018,10,18,5.74,11.47,5.19
2018,10,19,6.0,12.8,3.39
2018,10,20,5.44,10.8,2.09
2018,10,21,5.64,11.81,3.52
2018,10,22,5.78,10.63,2.68
2018,10,23,5.69,8.7,3.64
2018,10,24,5.52,7.73,3.54
2018,10,25,5.42,9.09,3.93
2018,10,26,5.3,10.28,2.3
2018,10,27,5.31,10.94,3.02
2018,10,28,5.24,11.2,1.55
2018,10,29,5.2,10.49,0.89
2018,10,30,5.4,11.04,2.63
2018,10,31,5.36,10.78,3.74
2018,11,1,5.12,10.91,3.61
2018,11,2,5.0,11.01,5.49
2018,11,3,4.99,10.26,2.45
2018,11,4,5.04,10.66,4.33
2018,11,5,5.12,11.58,3.95
2018,11,6,5.18,11.72,3.79
2018,11,7,5.3,10.48,3.83
2018,11,8,5.14,9.42,2.78
2018,11,9,4.86,9.3,3.12
2018,11,10,4.81,9.12,3.99
2018,11,11,4.88,9.46,3.79
2018,11,12,4.79,7.95,3.8
2018,11,13,4.57,8.06,3.88
2018,11,14,3.98,9.1,5.27
2018,11,15,4.35,10.44,3.62
2018,11,16,4.69,9.72,3.58
2018,11,17,4.82,9.84,3.44
2018,11,18,4.71,8.02,1.59
2018,11,19,4.68,9.98,2.23
2018,11,20,4.39,10.1,3.49
2018,11,21,4.17,10.29,4.22
2018,11,22,4.45,9.72,2.46
2018,11,23,4.53,11.05,3.31
2018,11,24,4.72,11.11,4.16
2018,11,25,3.68,8.02,2.74
2018,11,26,3.29,8.22,2.93
2018,11,27,2.6,7.07,2.66
2018,11,28,4.55,9.98,2.68
2018,11,29,4.29,10.31,2.04
2018,11,30,4.42,11.1,3.09
2018,12,1,4.39,9.46,3.57
2018,12,2,4.63,6.9,2.8
2018,12,3,4.21,8.16,2.6
2018,12,4,4.18,10.45,3.48
